extract_date,client_id,first_name,last_name,birth_date,email,phone,address_city,segment,client_since_date
2026-03-31,C00129,Zdeněk,Kučera,2002-06-12,zdenek.kucera@email.cz,973112196,České Budějovice,premium,2014-12-30
2026-03-31,C00130,Filip,Marek,1965-02-14,filip.marek@seznam.cz,+420903311907,Praha,Premium,2019-05-28
2026-03-31,C00131,Jiří,Horák,1974-06-29,jiri.horak@email.cz,+420 439 599 534,Praha,retail,2021-04-20
2026-03-31,C00132,Martin,Novák,2004-12-11,martin.novak@centrum.cz,687-056-856,České Budějovice,Premium,2013-12-05
2026-03-31,C00133,Zdeněk,Veselý,1976-08-14,zdenek.vesely@gmail.com,+420 708 668 826,Plzeň,RETAIL,2013-03-28
2026-03-31,C00134,Iveta,Veselá,1988-04-16,iveta.vesela@gmail.com,+420 046 990 139,Brno,retail,2014-04-10
2026-03-31,C00135,Filip,Novák,1974-01-01,filip.novak@gmail.com,739-363-854,Plzeň,premium,2012-08-19
2026-03-31,C00136,Pavel,Horák,1999-08-12,pavel.horak@centrum.cz,+420535560932,Pardubice,Retail,2020-07-13
2026-03-31,C00137,Jiří,Procházka,1975-08-21,jiri.prochazka@centrum.cz,+420 785 477 725,Hradec Králové,Premium,2015-07-07
2026-03-31,C00138,Filip,Horák,1960-04-08,filip.horak@centrum.cz,006-231-203,Zlín,RETAIL,2011-09-01
2026-03-31,C00139,Jana,Nováková,2002-09-30,jana.novakova@email.cz,+420084840862,Zlín,Retail,2010-04-08
2026-03-31,C00140,František,Horák,1977-08-24,frantisek.horak@centrum.cz,+420156793341,Olomouc,retail,2018-11-26
2026-03-31,C00141,Václav,Novák,1955-11-06,vaclav.novak@seznam.cz,659-180-339,Ostrava,retail,2021-03-18
2026-03-31,C00142,Lenka,Horáková,1957-12-14,lenka.horakova@gmail.com,392-614-293,Ostrava,Retail,2010-05-09
2026-03-31,C00143,Lukáš,Novotný,1962-01-13,lukas.novotny@gmail.com,016-315-999,Zlín,Private,2017-10-04
2026-03-31,C00144,Martin,Sedláček,1995-06-03,martin.sedlacek@seznam.cz,+420 866 296 194,Pardubice,RETAIL,2017-12-24
2026-03-31,C00145,Miroslav,Marek,1968-11-03,miroslav.marek@centrum.cz,+420110475412,Hradec Králové,retail,2018-02-02
2026-03-31,C00146,Veronika,Kučerová,1964-04-07,veronika.kucerova@email.cz,819-956-046,Praha,Retail,2017-12-09
2026-03-31,C00147,Eva,Pokorná,1989-02-26,eva.pokorna@seznam.cz,447212646,Ostrava,Retail,2016-01-12
2026-03-31,C00148,Jiří,Marek,1999-06-25,jiri.marek@centrum.cz,712406596,České Budějovice,Premium,2014-05-21
2026-03-31,C00149,Alena,Pokorná,1967-03-19,alena.pokorna@gmail.com,+420 375 265 479,Liberec,RETAIL,2023-07-13
2026-03-31,C00150,Kateřina,Procházková,1965-03-20,katerina.prochazkova@email.cz,828-073-741,České Budějovice,retail,2023-04-14
2026-03-31,C00151,Jan,Veselý,1993-08-20,jan.vesely@seznam.cz,+420 137 918 055,Ostrava,Premium,2018-10-28
2026-03-31,C00152,Iveta,Černá,1969-10-05,iveta.cerna@gmail.com,911-352-909,Liberec,Premium,2017-06-14
2026-03-31,C00153,Michaela,Marková,2003-06-19,michaela.markova@centrum.cz,+420 014 388 899,Hradec Králové,RETAIL,2013-09-11
